country,year,inflation_period_average,wb_unemployment_rate,min_wage_monthly,informal_employment_rate,working_poverty_rate,cpi_rank,cpi_score,education_level,employment_rate,gdp_growth,net_migration,political_stability,rule_of_law,epi_score,gpi_rank,gpi_score,happiness_score,social_support_score,ilo_unemployment_rate,hdi_score,avg_education_length,life_expectancy,uk_imports,uk_exports,real_gdp_growth,gdp_current_usd,fdi_net_outflows_pct_gdp,fdi_net_inflows_pct_gdp,gdp_per_capita_current_usd,Inflation_Period_Average,asylum_applications,EPS,SSS,GRS,MRI,ESS,HCM,DTR,MWI,MOS
Brazil,2012,5.4,5.067,372.723,45.142,2.009,69,43,11.96000004,59.739,1.921175986,-179707,0.045961641,-0.076932795,469,96,2.143,6.782,1.363464117050171,7.251,0.732,7.215769768,73.552,3271,4477,-3.478824014,2.46523E+12,0.084505969,3.754962856,12521.72135,5.4,24,0.54174223,0.447645199,0.491591838,0.669335868,0.386423204,0.342335766,0.014483325,0.247722657,0.147009787
Brazil,2013,6.2,4.975,375.636,44.144,0.905,72,42,12.63000011,59.766,3.004822669,-157228,-0.258553296,-0.092045203,501,109,2.186,6.849,1.363464117050171,7.071,0.75,7.287489891,73.918,3836,4447,-3.195177331,2.47282E+12,0.63261809,3.041509016,12458.89121,6.2,24,0.538768042,0.410654185,0.507751769,0.713563359,0.388762377,0.371153,0.015599281,0.258479035,0.140144503
Brazil,2014,6.3,4.711,376.71,44.837,0.578,69,43,13.15999985,59.714,0.50395574,-145732,-0.070290133,-0.05296576,500,108,2.164,6.892,1.363464117050171,6.755,0.753,7.379069805,74.306,3614,4085,-5.79604426,2.45604E+12,0.839026343,3.57135267,12274.99397,6.3,21,0.522723865,0.407891756,0.519941995,0.680378666,0.369490545,0.377394434,0.014669256,0.253826027,0.134448919
Brazil,2015,9,6.043,372.769,45.041,1.048,76,38,13.56000042,58.787,-3.545763393,-173611,-0.331864446,-0.187332958,510,120,2.234,6.983,1.363464117050171,8.538,0.752,7.506820202,74.332,3463,4019,-12.54576339,1.80221E+12,0.173896122,3.592149318,8936.196618,9,23,0.571191536,0.468778483,0.511358824,0.756326323,0.310660232,0.394418481,0.014244666,0.239750482,0.165720527
Brazil,2016,8.7,8.213,384.133,36.911,1.718,79,40,15.35000038,56.845,-3.275916908,-92989,-0.38103506,-0.201301992,507,129,2.358,6.952,1.363464117050171,11.58,0.753,7.731040001,74.442,3264,3370,-11.97591691,1.79569E+12,0.818262251,4.137378039,8836.286526,8.7,42,0.602760089,0.536967775,0.48162039,0.753113728,0.293139158,0.409297042,0.012964904,0.238443188,0.182158451
Brazil,2017,3.4,9.276,393.789,38.194,2.198,96,37,15.72999954,56.271,1.322869054,-156296,-0.479947567,-0.305428565,519,128,2.422,6.635,1.363464117050171,12.792,0.758,7.851759911,74.827,3237,3287,-2.077130946,2.06351E+12,1.034182606,3.338259817,10080.50928,3.4,34,0.633452953,0.549589086,0.443667731,0.794627557,0.357894667,0.427245759,0.012682866,0.265914503,0.183769225
Brazil,2018,3.7,8.926,406.83,38.691,2.228,105,35,16.54000092,56.549,1.783666762,-230334,-0.459598511,-0.302342951,509,131,2.47,6.419,1.363464117050171,12.329,0.762,7.982019901,75.109,3261,3572,-1.916333238,1.91693E+12,0.105614994,4.078588214,9300.661649,3.7,70,0.641825638,0.540432739,0.417466173,0.802702913,0.362144815,0.429862303,0.01323395,0.268386848,0.186719395
Brazil,2019,3.7,8.679,426.588,38.913,2.348,106,35,17.978433434195267,57.142,1.220777824,-129216,-0.714224637,-0.224319816,501,135,2.575,6.3,1.363464117050171,11.936,0.764,8.128813955,75.338,3398,3897,-2.479222176,1.87329E+12,1.218157699,3.692673213,9029.833267,3.7,208,0.659276763,0.539431019,0.385068752,0.823665824,0.364699976,0.435197329,0.013942671,0.271252864,0.194011949
Brazil,2020,3.2,10.364,445.834,36.73,2.553,94,38,18.918924672183948,52.195,-3.276758796,-78437,-0.44689092,-0.231919765,490,136,2.568,6.3755998611450195,1.363464117050171,13.697,0.758,8.278307638,74.009,2908,3279,-6.476758796,1.47611E+12,-0.234891709,2.592637953,7074.193783,3.2,199,0.661225437,0.594976465,0.386980699,0.775878933,0.280903002,0.438548078,0.011843711,0.243740554,0.208742442
Brazil,2021,8.3,10.077,449.005,38.276,2.661,96,38,19.85941591,54.238,4.762604379,-208581,-0.419879764,-0.301417381,497,135,2.558,6.330100059509277,0.9439684152603148,13.158,0.756,8.278307638,72.75,3291,3228,-3.537395621,1.67065E+12,0.972038153,2.779790849,7972.53665,8.3,146,0.650292176,0.552569304,0.382884793,0.781387123,0.324769796,0.443657567,0.012645894,0.260331717,0.19498023
Brazil,2022,9.3,6.926,488.939,37.634,0.801,94,38,21.27837944,57.663,3.016694354,-253639,-0.395036936,-0.257879138,505,132,2.594,6.292799949645996,1.04419744,9.231,0.76,8.278307638,73.425,4472,4915,-6.283305646,1.95192E+12,1.70880594,3.822196153,9281.333344,9.3,714,0.613860495,0.44461642,0.375732472,0.772881713,0.343158506,0.449496983,0.017769134,0.270114527,0.171872984
Brazil,2023,4.6,6.062,522.85,37.035,0.558,104,36,21.84720421,57.915,2.908480487,-240059,-0.408567786,-0.308802843,487,131,2.574,6.124599933624268,1.250219464302063,7.947,0.7659272727272728,8.545353735800006,73.9906,4824,6375,-1.691519513,2.17367E+12,1.156953403,2.954793452,10294.86668,4.6,2175,0.612393612,0.416856671,0.371370779,0.791878681,0.378965748,0.456686716,0.020483537,0.285350129,0.163521741
Brazil,2024,4.3,5.181,559.319,36.504,0.544,107,34,22.68088962413799,57.915,2.908480487,-208630.3636,-0.408567786,-0.308802843,466,131,2.589,6.271999835968018,1.268777609,7.947,0.7678545454545458,8.667795928918167,73.95860909090909,3983.484848484848,4471.454545454559,-3.605805986,1670355757575.7656,1.1782082763939457,3.152995018621212,7731.232823000057,4.3,2669,0.611845318,0.416488093,0.383575115,0.80280655,0.365207344,0.450678947,0.015975276,0.27725946,0.167292929
Colombia,2012,3.2,7.527,475.177,66.953,2.892,94,36,17.09000015,61.293,3.912635767,-56070,-1.401810408,-0.325919122,451,151,2.767,6.278,1.3344509601593018,9.959,0.739,7.625860214,75.597,1072,694,0.7126357669999996,3.70691E+11,-0.163532931,4.057280413,8108.598382,3.2,15,0.703264428,0.508032692,0.312279238,0.91425083,0.433845965,0.360414501,0.004339982,0.266173529,0.21854545
Colombia,2013,2,7.043,480.326,65.045,3.668,94,36,18.59000015,61.053,5.13399352,-64789,-1.291971803,-0.388269097,471,150,2.736,6.416,1.3344509601593018,9.246,0.75,7.833469868,75.827,942,572,3.13399352,3.82094E+11,2.002671246,4.24252458,8279.102556,2,11,0.691836771,0.510849172,0.343963124,0.908831837,0.448577329,0.390816964,0.003905109,0.281071691,0.20538254
Colombia,2014,2.9,6.651,489.346,63.429,3.082,94,37,19.70999908,61.096,4.499030001,-67522,-1.114594102,-0.25229153,485,150,2.771,6.378,1.3344509601593018,8.799,0.755,7.992390156,76.043,842,553,1.5990300010000005,3.81241E+11,1.022697695,4.241072567,8187.208249,2.9,7,0.672373558,0.490665198,0.338069495,0.864726702,0.438023842,0.413133473,0.003656584,0.284909472,0.193732043
Colombia,2015,5,6.624,488.344,63.208,2.667,83,37,19.52000046,61.275,2.955901375,-41123,-1.072663784,-0.24723582,465,148,2.818,6.477,1.3344509601593018,8.572,0.758,8.047450066,76.257,724,695,-2.044098625,2.93492E+11,1.437085548,3.959398549,6248.514905,5,17,0.667272152,0.482802228,0.339799,0.859013431,0.413832338,0.402726272,0.003557026,0.273344542,0.196963805
Colombia,2016,7.5,6.919,491.308,62.419,2.646,79,40,20.13999939,60.492,2.087382502,104373,-0.887163997,-0.266068161,484,146,2.743,6.481,1.3344509601593018,8.922,0.763,8.221500397,76.471,613,579,-5.412617498,2.8272E+11,1.597817741,4.901645729,5959.842504,7.5,15,0.650623872,0.492102538,0.362585085,0.822549369,0.380906352,0.429844164,0.00327283,0.271313981,0.189654946
Colombia,2017,4.3,7.14,502.778,62.192,2.579,96,37,21.21740553976838,60.015,1.359360868,431072,-0.779457808,-0.366633266,500,148,2.853,6.357,1.3344509601593018,9.086,0.765,8.362985134,76.646,666,885,-2.940639132,3.11867E+11,1.183057378,4.393182328,6479.532313,4.3,7,0.668733676,0.496396394,0.328601422,0.838606697,0.393363455,0.452293275,0.003752474,0.283108088,0.192812794
Colombia,2018,3.2,7.334,533.485,62.421,2.311,99,36,21.25,59.131,2.564324283,495524,-0.806941986,-0.383742154,489,150,2.877,6.26,1.3344509601593018,9.36,0.766,8.504469872,76.748,617,625,-0.635675717,3.34198E+11,1.533915336,3.380835732,6816.968183,3.2,19,0.674180439,0.488595363,0.315409558,0.849557786,0.400089809,0.455034357,0.003145071,0.286061137,0.194059651
Colombia,2019,3.5,8.276,553.871,61.95,2.858,96,37,21.62999916,57.71,3.186855392,396826,-0.979486108,-0.391183972,488,151,2.851,6.125,1.3344509601593018,10.28,0.768,8.643030167,76.752,616,1061,-0.313144608,3.23032E+11,0.97621889,4.330582409,6472.545449,3.5,32,0.69014514,0.515856718,0.311130676,0.865916441,0.386590552,0.464852091,0.003880345,0.285079152,0.202532994
Colombia,2020,2.5,13.48,594.303,63.604465164410705,6.196,92,39,22.54000092,53.279,-7.185914138,227130,-0.70115006,-0.491402626,448,148,2.826,6.163400173187256,1.3344509601593018,15.983,0.756,8.862859726,74.769,493,644,-9.685914138,2.70348E+11,0.641190771,2.75889429,5339.687114,2.5,15,0.757978011,0.747326792,0.30712465,0.833959307,0.269904249,0.452389153,0.002814591,0.241678494,0.258149758
Colombia,2021,3.5,11.754,587.41,63.242,4.569,96,38,24.450856784397956,55.389,10.80119819,199070,-0.954574347,-0.470828503,465,151,2.89,6.012400150299072,0.8656936287879944,13.898,0.752,8.862859726,72.83,537,621,7.301198189999999,3.18525E+11,0.998608409,3.001756938,6222.621644,3.5,8,0.727030823,0.588292686,0.274478389,0.867496302,0.415481142,0.464797912,0.002911976,0.294367571,0.216331626
Colombia,2022,10.2,8.754,636.886,58.151,3.365,91,39,26.41271591,56.498,7.288883887,183180,-0.629958332,-0.427760243,477,151,2.936,5.780600070953369,0.9286164045333862,10.547,0.758,8.862859726,73.659,832,1019,-2.911116113,3.4533E+11,0.979789215,4.975683423,6674.596019,10.2,192,0.694319333,0.515338545,0.249477519,0.817305288,0.354427399,0.473557036,0.004385548,0.277428915,0.208445209
Colombia,2023,11.7,7.976,742.108,56.506,3.369,87,40,26.9080658,57.646,0.610409566,154521,-0.71731323,-0.458272934,480,146,2.865,5.630400181,1.2133201360702517,9.594,0.7643090909090908,9.132053843581843,74.27810909090908,825,987,-11.08959043,3.63494E+11,0.323200565,4.716592169,6947.359287,11.7,1426,0.698853519,0.529199769,0.258696943,0.82626741,0.308425434,0.496238751,0.004290851,0.269624713,0.214614403
Colombia,2024,6.7,8.074,741.39,56.143,3.291,92,39,26.875945217870367,57.646,0.610409566,361185.1364,-0.71731323,-0.458272934,485,146,2.887,5.695099830627441,1.2406914234161377,9.594,0.7654818181818182,9.262854710663646,74.05780909090907,571.6515151515196,941.2424242424313,-5.605365952,312748696969.69727,0.8281681558939482,3.999217540484846,5819.679352772713,6.7,2051,0.699245529,0.527146261,0.260931224,0.831731344,0.347841781,0.509845374,0.003570143,0.287057057,0.206094236
Guyana,2012,2.4,9.854,290.785,52.464,5.233,133,28,5.779468536,48.977,5.27633062,-7152,-0.49961406,-0.518265724,1,88,2.11,6.519,1.407,12.038,0.669,7.555412096,67.23,71,70,2.8763306200000005,4063088536,0.580007929,6.839870644,5444.397519,2.4,6,0.688627832,0.598919498,0.405893143,0.873063749,0.312305715,0.525854681,0.001613478,0.279896632,0.2043656
Guyana,2013,1.9,9.854,290.785,52.464,4.974,136,27,5.779468536,48.641,3.653384333,-6907,-0.456606746,-0.524507463,1,89,2.092,6.343500000000001,1.407,12.303,0.674,7.6987303,67.473,75,61,1.753384333,4167800929,0.580007929,4.812091398,5556.912312,1.9,11,0.69280039,0.603893385,0.399395247,0.874110893,0.300494783,0.536764529,0.001341472,0.279505641,0.206647374
Guyana,2014,0.7,9.854,290.733,52.464,4.663,124,30,5.779468536,48.273,1.68649445,-6710,-0.136097595,-0.614713907,1,102,2.123,6.168,1.407,12.639,0.682,7.842048505,67.882,70,66,0.98649445,4127660152,0.580007929,5.759923051,5472.688205,0.7,4,0.685080807,0.610249921,0.385123135,0.83032118,0.290886712,0.547674378,0.001462788,0.279979959,0.202550424
Guyana,2015,-0.9,9.854,297.449,52.464,4.646,119,29,5.779468536,47.908,0.687404591,-6527,-0.139641345,-0.541080117,1,111,2.178,6.168,1.407,13.004,0.686,7.985366709,68.201,70,67,1.587404591,4279840194,0.580007929,3.217409851,5640.415606,-0.9,7,0.690037708,0.620496749,0.377090914,0.826914321,0.291142719,0.558584226,0.001127858,0.283589906,0.203223901
Guyana,2016,0.8,9.854,299.923,52.464,4.193,108,34,5.779468536,47.63,3.807456264,-6309,-0.034218926,-0.313425392,1,112,2.2,6.168,1.407,13.257,0.693,8.128684913,68.384,32,101,3.007456264,4482697337,0.580007929,3.628485801,5870.878238,0.8,7,0.65898602,0.598873347,0.379801143,0.758083571,0.298254489,0.569494075,0.001145715,0.289602463,0.184691778
Guyana,2017,1.9,9.854,381.27,52.464,4.109,91,38,5.779468536,47.399,3.734491546,-6107,-0.049440186,-0.299223602,1,102,2.141,6.192,1.407,13.462,0.699,8.272003118,68.667,72,126,1.834491546,4748174334,0.000210607,6.894095039,6178.665044,1.9,6,0.644886875,0.600477511,0.4018998,0.7362764,0.287252834,0.580403924,0.001701454,0.289757092,0.177564892
Guyana,2018,1.3,9.854,390.61,52.464,4.069,93,37,5.779468536,47.421,4.440912885,30213,-0.191837907,-0.383601844,1,110,2.193,6.192,1.407,13.627,0.704,8.415321322,68.896,39,261,3.1409128850000005,4787636998,0.000208871,24.65528603,6048.386972,1.3,3,0.657617889,0.599061709,0.395641891,0.769631156,0.296887261,0.591313772,0.004167273,0.297426357,0.180095766
Guyana,2019,2.1,9.218,404.295,51.168,3.851,85,40,6.021264553,44.537,5.352840035,-20603,-0.254073828,-0.445168942,1,107,2.182,6.192,1.407,13.172,0.711,8.558639526,69.124,41,482,3.2528400349999997,5173760192,0.197148681,32.76494898,6405.824434,2.1,10,0.648012265,0.581487805,0.40580395,0.768547364,0.265589478,0.602223621,0.005554621,0.291093461,0.178459402
Guyana,2020,1.2,9.854,427.534,52.464,2.413,83,41,5.779468536,42.907,43.47965172,-1743,-0.13755472,-0.433576524,1,108,2.169,6.1346,1.407,15.334,0.727,8.627408726,68.486,32,555,42.27965172,5471256595,0.247846784,23.65969314,6775.709391,1.2,3,0.57853796,0.409311326,0.421041109,0.747517244,0.527940127,0.607458557,0.004432635,0.379905778,0.099316091
Guyana,2021,3.3,9.854,444.401,52.464,1.966,87,39,5.779468536,43.419,20.06002806,-689,-0.137113199,-0.416621566,1,114,2.288,6.0772,1.407,14.557,0.721,8.627408726,65.673,29,362,16.76002806,8041363893,0.030425436,27.81249257,9860.872334,3.3,2,0.621049703,0.489424851,0.382339733,0.756250325,0.350224035,0.607458557,0.00470449,0.320763614,0.150143044
Guyana,2022,6.5,9.854,615.495,52.464,1.306,85,40,5.779468536,44.182,63.33458716,-6161,0.020733567,-0.3134377,1,116,2.313,6.0198,1.407,12.013,0.742,8.627408726,65.989,693,441,56.83458716,14718387017,0.018779714,2.990205147,17913.49101,6.5,7,0.51952271,0.234553654,0.394480366,0.718650714,0.646741913,0.607458557,0.003003653,0.419026134,0.050248288
Guyana,2023,4.5,9.854,623.249,52.464,0.954,87,40,5.779468536,43.842,33.80261709,-6161,-0.055172037,-0.342232913,1,112,2.277,5.962400000000001,1.407,12.025,0.7415818181818175,8.914255309363654,67.31490909090908,477,856,29.30261709,17159509565,0.040210939,0.040210939,20765.35036,4.5,28,0.564142294,0.358024524,0.396902555,0.731474171,0.445078901,0.629294253,0.002716993,0.358994146,0.102574074
Guyana,2024,2.7,9.854,624.424,52.464,0.944,92,39,5.779468536,43.842,33.80261709,-1985.272727,-0.055172037,-0.342232913,1,111,2.286,5.905,1.532,12.025,0.748390909,9.031200396272737,67.23095454545455,358.6818181818235,693.1515151515196,38.687831415409164,13006648710.287842,0.580007929,18.07190977474238,15712.829767469782,2.7,27,0.565813012,0.357761254,0.397090562,0.736938105,0.512532534,0.638196494,0.004611489,0.385074994,0.090369009
Indonesia,2012,4,2.155,290.879,84.314,12.225,118,32,8.369783401,64.404,6.030050653,-28869,-0.593262792,-0.58356905,533,31,1.681,5.214,1.1548008918762207,4.468,0.682,7.608673414,68.973,1434,1040,2.030050653,9.1787E+11,0.815426294,2.309780318,3632.27254,4,2,0.707894032,0.650807947,0.397703195,0.870789733,0.477943519,0.4189602,0.005396814,0.300736768,0.203578632
Indonesia,2013,6.4,1.992,317.672,84.314,12.66,114,32,8.73048687,63.862,5.557263689,-27507,-0.519264638,-0.533516586,534,30,1.655,5.348,1.1548008918762207,4.336,0.687,7.70258681,69.264,1367,1088,-0.842736311,9.12524E+11,1.217686934,2.551356334,3566.602845,6.4,5,0.698709225,0.662135927,0.421311033,0.855512416,0.451263075,0.426839121,0.005347612,0.294453821,0.202127702
Indonesia,2014,6.4,1.748,231.0273983169609,84.314,11.342,107,34,8.649999619,63.926,5.006668426,-27988,-0.416824043,-0.31091845,527,37,1.748,5.243,1.1548008918762207,4.049,0.69,7.796500206,69.533,1346,1016,-1.393331574,8.90815E+11,1.16607114,2.819972604,3441.068085,6.4,5,0.678297857,0.625024433,0.394000336,0.804072984,0.448018217,0.428878626,0.005235555,0.294014728,0.192141564
Indonesia,2015,6.4,2.071,229.636,84.314,9.899,88,36,9.25,63.574,4.8763223,-28487,-0.619956315,-0.42454946,529,33,1.687,5.399,1.1548008918762207,4.514,0.698,7.914480209,69.699,1285,1017,-1.5236777,8.60854E+11,1.054144745,2.297616394,3288.222697,6.4,5,0.665533095,0.595531737,0.430813827,0.832081054,0.443163227,0.439319502,0.00503264,0.295808873,0.184862111
Indonesia,2016,3.5,2.075,249.161,84.314,7.811,90,37,9.399999619,63.462,5.033069183,-28991,-0.379699737,-0.338994503,529,34,1.701,5.314,1.1548008918762207,4.301,0.701,7.976150036,69.798,1600,1091,1.5330691830000005,9.31877E+11,-1.244176833,0.487372471,3521.469435,3.5,11,0.633202043,0.536233176,0.423171064,0.786733996,0.463886061,0.44401401,0.005595281,0.304468001,0.164367021
Indonesia,2017,3.8,1.77,257.126,84.237,5.039,96,37,11.03689957,64.171,5.069785901,-29467,-0.504938722,-0.351397455,522,34,1.725,5.262,1.1548008918762207,3.783,0.708,8.239589691,69.936,1439,1567,1.2697859010000003,1.01562E+12,0.197738766,2.019489198,3798.883262,3.8,29,0.61229168,0.454275875,0.420675031,0.803457902,0.469885769,0.458958406,0.006109054,0.311619911,0.150335884
Indonesia,2018,3.3,2.153,273.576,82.406,5.166,89,38,9.989999771,64.684,5.17429154,-29911,-0.55203402,-0.314401388,516,33,1.738,5.093,1.1548008918762207,4.387,0.712,8.162039757,70.338,1490,1537,1.87429154,1.04227E+12,0.613968177,1.814289794,3860.953531,3.3,21,0.619862923,0.467427779,0.406674388,0.799021357,0.479940765,0.44867549,0.006152861,0.311558546,0.154152188
Indonesia,2019,2.8,1.759,291.354,80.063,3.93,85,40,11.49409771,65.788,5.01928768,-30421,-0.502143025,-0.347653896,501,43,1.816,5.192,1.1548008918762207,3.59,0.718,8.359274864,70.518,1531,1471,2.21928768,1.1191E+12,0.398756295,2.233362043,4106.948562,2.8,39,0.60113404,0.422021848,0.404694311,0.786254942,0.494709115,0.452740764,0.006206562,0.317853692,0.141640174
Indonesia,2020,2,2.372,464.741,84.314,3.31,102,37,11.02999973,64.533,-2.065511829,-18743,-0.462311387,-0.365602732,453,42,1.814,5.285600185394287,1.1548008918762207,4.255,0.712,8.556509972,68.808,1237,1405,-4.065511829,1.05905E+12,0.475197656,1.81058402,3853.702888,2,43,0.613865088,0.448809635,0.407123058,0.800092866,0.435569267,0.432718447,0.005406306,0.291202217,0.161331436
Indonesia,2021,1.6,2.119,467.594,84.314,3.347,96,38,12.18407917,63.347,3.702885628,-11248,-0.531449199,-0.253444284,466,41,1.811,5.3445000648498535,0.7858453989028931,3.827,0.707,8.556509972,67.57,1351,1363,2.102885628,1.18651E+12,0.330947672,1.787855631,4287.17314,1.6,22,0.599187849,0.416613635,0.407701658,0.788831345,0.466701378,0.442207498,0.005597063,0.304804829,0.14719151
Indonesia,2022,4.1,1.672,518.788,80.164,2.551,110,34,12.11260891,64.698,5.307419348,-37501,-0.553894222,-0.188130319,466,44,1.848,5.239600182,0.882904053,3.462,0.713,8.556509972,68.25,2047,1575,1.2074193480000002,1.31908E+12,0.502990001,1.872676381,4730.745489,4.1,123,0.5969617,0.382245829,0.396336265,0.805154642,0.475303641,0.442207498,0.007448613,0.308289085,0.144336307
Indonesia,2023,3.7,1.673,953.028,81.188,2.127,115,34,11.67626381,64.751,5.048105771,-37501,-0.404375315,-0.153604463,473,44,1.838,5.276899814605713,1.1686501502990725,3.308,0.721745455,8.757732287563641,68.76856363636367,1571,1869,1.3481057710000002,1.37117E+12,0.517913084,1.610733602,4876.314327,3.7,229,0.580184347,0.369626534,0.411597557,0.782698136,0.476904737,0.462634685,0.006771394,0.315405395,0.132389476
